IF,1.0
IF Exposed,0.0
Heavy,4.0
Light HSLA,1.0
Intermediate HSLA,1.0
Light Regular,3.0
Intermediate Regular,2.0
3CB,0.0
LDO Austenitics,0.0
Austenitic,0.0
Ferritic,0.0
Stabilized Ferritic,0.0
TMR Stabilized Ferritic,0.0
