Round_ID;Works_Order_No;Yard_Location;HSM_LPST;HSM_PSD;SO_Due_Date;Sales_Ord_No;Prod_Grp;Slab_Grade;Customer_Name;Sort_Grade;Slab_Weight;Expedite_Level;CULPST;Round_Type;Flow;Furnace_Group;Internal_Order;Galv_Options;SelectionCost
HM-ALL;0000698292;InnerBay;3/20/2018;6/15/2018;4/2/2018;1503810010;CR;PCX06;ArcelorMittal Burns Harbor;6;21340;;4/1/2018;???;CR;;;2;-79.5
HM-ALL;0000698293;InnerBay;3/20/2018;6/15/2018;4/2/2018;1503810010;CR;PCX06;ArcelorMittal Burns Harbor;6;21160;;4/1/2018;???;CR;;;2;-79.5
HM-ALL;0000698295;InnerBay;3/20/2018;6/15/2018;4/2/2018;1503810010;CR;PCX06;ArcelorMittal Burns Harbor;6;21060;;4/1/2018;???;CR;;;2;-79.5
HM-ALL;0000698296;InnerBay;3/20/2018;6/15/2018;4/2/2018;1502930010;CR;PCX06;ArcelorMittal Burns Harbor;6;21160;;4/1/2018;???;CR;;;2;-79.5
HM-ALL;0000698299;InnerBay;3/20/2018;6/15/2018;4/2/2018;1502930010;CR;PCX06;ArcelorMittal Burns Harbor;6;20760;;4/1/2018;???;CR;;;2;-79.5
HM-ALL;0000698300;InnerBay;3/20/2018;6/15/2018;4/2/2018;1502920010;CR;PCX06;ArcelorMittal Burns Harbor;6;20980;;4/1/2018;???;CR;;;2;-79.5
HM-ALL;0000698304;InnerBay;3/20/2018;6/15/2018;4/2/2018;1502920010;CR;PCX06;ArcelorMittal Burns Harbor;6;21300;;4/1/2018;???;CR;;;2;-79.5
HM-ALL;0000698308;InnerBay;3/20/2018;6/15/2018;4/2/2018;1502920010;CR;PCX06;ArcelorMittal Burns Harbor;6;21000;;4/1/2018;???;CR;;;2;-79.5
HM-ALL;0000774638;InnerBay;12/5/2018;6/24/2018;4/16/2018;1507160010;HR;M3A81_SR;AM/NS Calvert Internal Slab Rollings;7;20790;;4/12/2018;IF;HR;;1;;0.3521
HM-ALL;0000774639;InnerBay;12/5/2018;6/24/2018;4/23/2018;1507170010;HR;M3A81_SR;AM/NS Calvert Internal Slab Rollings;7;20710;;4/19/2018;IF;HR;;1;;0.3521
HM-ALL;0000774646;InnerBay;12/5/2018;6/24/2018;4/23/2018;1507170010;HR;M3A81_SR;AM/NS Calvert Internal Slab Rollings;7;20430;;4/19/2018;IF;HR;;1;;0.3521
HM-ALL;0000774653;InnerBay;12/5/2018;6/24/2018;4/23/2018;1507170010;HR;M3A81_SR;AM/NS Calvert Internal Slab Rollings;7;20400;;4/19/2018;IF;HR;;1;;0.3521
HM-ALL;0000774656;InnerBay;12/5/2018;6/24/2018;4/23/2018;1507170010;HR;M3A81_SR;AM/NS Calvert Internal Slab Rollings;7;21040;;4/19/2018;IF;HR;;1;;0.3521
HM-ALL;0000788330;InnerBay;12/5/2018;6/24/2018;2/19/2018;1467190020;HR;M6R78_SR;AM/NS Calvert Internal Slab Rollings;7;38853;;2/15/2018;Heavy;HR;;1;;0.3521
HM-ALL;0000809417;InnerBay;12/5/2018;6/24/2018;2/19/2018;1467190050;HR;M6R70_SR;AM/NS Calvert Internal Slab Rollings;7;39392;;2/15/2018;Heavy;HR;;1;;0.3521
HM-ALL;0000830654;InnerBay;6/10/2018;6/21/2018;6/18/2018;1490080010;HRP;33AX2;ThyssenKrupp Steel Services - Auto;6;21220;;6/17/2018;Light HSLA;HRP;;;;0.1503
HM-ALL;0000830675;InnerBay;6/10/2018;6/21/2018;6/18/2018;1490080010;HRP;33AX2;ThyssenKrupp Steel Services - Auto;6;21220;;6/17/2018;Light HSLA;HRP;;;;0.1503
HM-ALL;0000832116;InnerBay;12/5/2018;6/24/2018;3/26/2018;1509540010;HR;M6R70_SR;AM/NS Calvert Internal Slab Rollings;7;35539;;3/22/2018;Intermediate HSLA;HR;;1;;0.3521
HM-ALL;0000832117;InnerBay;12/5/2018;6/24/2018;3/26/2018;1509540010;HR;M6R70_SR;AM/NS Calvert Internal Slab Rollings;7;35539;;3/22/2018;Intermediate HSLA;HR;;1;;0.3521
HM-ALL;0000832814;InnerBay;6/10/2018;6/17/2018;7/2/2018;1502360010;GI;M4R15_SR;Coilplus Alabama - Auto;4;20680;;6/22/2018;Intermediate HSLA;GI_1;;;1;0.1503
HM-ALL;0000835070;InnerBay;5/3/2018;6/12/2018;5/7/2018;1520110010;HR;M6R05;C D Waelzholz GmbH;6;17960;;5/3/2018;???;HR;;;;-35.5
HM-ALL;0000841761;InnerBay;6/10/2018;6/23/2018;6/18/2018;30004019020001;HRP;33AX2;General Motors Corporation;6;21578;;6/17/2018;Light HSLA;HRP;;;;0.1503
HM-ALL;0000842826;InnerBay;6/24/2018;6/29/2018;7/2/2018;30004019020002;HRP;33AX2;General Motors Corporation;6;21563;;7/1/2018;Light HSLA;HRP;;;;0.8636
HM-ALL;0000842980;InnerBay;6/24/2018;6/29/2018;7/2/2018;30004019020002;HRP;33AX2;General Motors Corporation;6;21520;;7/1/2018;Light HSLA;HRP;;;;0.8636
HM-ALL;0000843468;InnerBay;6/24/2018;7/1/2018;7/2/2018;30004541010001;HRP;33AX2;General Motors de Mexico;6;21578;;7/1/2018;Light HSLA;HRP;;;;0.8636
HM-ALL;0000845859;InnerBay;4/8/2018;6/12/2018;4/16/2018;1511840010;HRP;33AX3;Worthington Steel;6;21486;;4/15/2018;Light HSLA;HRP;;;;-60.5
HM-ALL;0000849192;InnerBay;7/15/2018;7/19/2018;7/23/2018;30003625010001;HRP;M4A25_SR;Ford Motor Company, SA de CV;6;15940;;7/22/2018;Light HSLA;HRP;;;;1.9703
HM-ALL;0000849446;InnerBay;7/15/2018;7/19/2018;7/23/2018;30003625010001;HRP;M4A25_SR;Ford Motor Company, SA de CV;6;15803;;7/22/2018;Light HSLA;HRP;;;;1.9703
HM-ALL;0000850445;InnerBay;12/5/2018;7/1/2018;6/25/2018;1558170010;GI;41AB5_SR;AM/NS Calvert Internal Slab Rollings;7;11843;;6/24/2018;Light HSLA;GI_34;;1;134;0.3521
HM-ALL;0000851582;InnerBay;7/15/2018;7/19/2018;7/23/2018;30003625010001;HRP;M4A25_SR;Ford Motor Company, SA de CV;6;15849;;7/22/2018;Light HSLA;HRP;;;;1.9703
HM-ALL;0000852079;InnerBay;6/17/2018;6/20/2018;6/25/2018;7000433420010;HRP;M4A25_SR;Ford Motor Company, SA de CV;6;15847;;6/24/2018;Light HSLA;HRP;;;;0.5045
HM-ALL;0000852082;InnerBay;6/17/2018;6/20/2018;6/25/2018;7000433420010;HRP;M4A25_SR;Ford Motor Company, SA de CV;6;15902;;6/24/2018;Light HSLA;HRP;;;;0.5045
NOK_No Location;0000852301;NoLocation;12/5/2017;6/15/2018;12/18/2017;9000363420010;CR;M3A33;Ford Motor Company, SA de CV;4;21538;;12/17/2017;IF;CR;;;2;-184.5
HM-ALL;0000852385;InnerBay;6/17/2018;6/20/2018;6/25/2018;7000433420010;HRP;M4A25_SR;Ford Motor Company, SA de CV;6;15946;;6/24/2018;Light HSLA;HRP;;;;0.5045
NOK_No Location;0000861729;NoLocation;12/5/2017;6/30/2018;12/18/2017;9000370620010;GA;M3A42;Nissan North America Inc;4;18377;;12/17/2017;IF;GA_3;;;13;-184.5
HM-ALL;0000863600;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22273;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000863745;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22264;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000863759;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22256;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000863783;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22431;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000863865;InnerBay;6/22/2018;6/22/2018;7/16/2018;1536100010;GI;50AA5;MiTek Industries;9;22273;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867085;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22291;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867091;InnerBay;6/22/2018;6/22/2018;7/16/2018;1536030010;GI;50AA5;MiTek Industries;9;22291;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867116;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22221;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867119;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545110020;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;9;21410;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867122;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22273;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867141;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545110020;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;9;21500;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867146;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22291;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867162;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545070010;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;7;21500;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867163;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545070010;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;7;21455;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867166;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22299;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867170;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22291;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867213;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545110010;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;9;21455;;5/24/2018;Light Regular;HR;;1;;0.3521
HM-ALL;0000867278;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545070010;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;7;21500;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867319;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545110020;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;9;21410;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867337;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545070010;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;7;21455;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867351;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545110020;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;9;21455;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867385;InnerBay;12/5/2018;7/1/2018;6/25/2018;1557460020;GI;50AA5_SR;AM/NS Calvert Internal Slab Rollings;7;21591;;6/24/2018;Intermediate Regular;GI_34;;1;134;0.3521
HM-ALL;0000867398;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545110020;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;9;21455;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867420;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545070010;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;7;21500;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867432;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545070010;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;7;21500;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867554;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545110020;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;9;21455;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867562;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545110020;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;9;21410;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867565;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545070010;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;7;21410;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867595;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545110020;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;9;21410;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867600;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545110020;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;9;21455;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867607;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545070010;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;7;21500;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867623;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545070010;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;7;21455;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867640;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545070010;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;7;21410;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867657;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545070010;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;7;21410;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867658;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545110020;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;9;21455;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867666;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545110020;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;9;21410;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000867674;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22519;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867675;InnerBay;6/22/2018;6/22/2018;7/16/2018;1536100010;GI;50AA5;MiTek Industries;9;22554;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867694;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22536;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867695;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22449;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867700;InnerBay;6/22/2018;6/22/2018;7/16/2018;1536030010;GI;50AA5;MiTek Industries;9;22431;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867702;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22396;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867703;InnerBay;6/22/2018;6/22/2018;7/16/2018;1536100010;GI;50AA5;MiTek Industries;9;22291;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867728;InnerBay;6/22/2018;6/22/2018;7/16/2018;1536100010;GI;50AA5;MiTek Industries;9;22712;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000867765;InnerBay;12/5/2018;7/1/2018;6/25/2018;1557460020;GI;50AA5_SR;AM/NS Calvert Internal Slab Rollings;7;21682;;6/24/2018;Intermediate Regular;GI_34;;1;134;0.3521
HM-ALL;0000870396;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22537;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000870428;InnerBay;6/22/2018;6/22/2018;7/16/2018;1536270010;GI;50AA5;MiTek Industries;9;22422;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000870446;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22352;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000870450;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22414;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000870647;InnerBay;5/31/2018;6/13/2018;6/4/2018;1518220130;HR;M4A34;Norfolk Iron & Metal Company;4;20742;;5/31/2018;Heavy;HR;;;;-7.5
HM-ALL;0000870673;InnerBay;5/31/2018;6/13/2018;6/4/2018;1518220130;HR;M4A34;Norfolk Iron & Metal Company;4;20742;;5/31/2018;Heavy;HR;;;;-7.5
HM-ALL;0000870745;InnerBay;6/5/2018;6/22/2018;6/18/2018;1530040010;GI;50AA5;NS Sales, Inc. - Metal One America;4;21500;;6/17/2018;Intermediate Regular;GI_4;;;4;-2.5
HM-ALL;0000874162;InnerBay;6/22/2018;6/22/2018;7/16/2018;1535700010;GI;50AA5;MiTek Industries;9;22256;;7/5/2018;Intermediate Regular;GI_4;;;4;0.7605
HM-ALL;0000875999;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545110020;HR;50AA5_SR;AM/NS Calvert Internal Slab Rollings;9;21410;;5/24/2018;Intermediate Regular;HR;;1;;0.3521
HM-ALL;0000884030;InnerBay;9/5/2018;9/5/2018;10/1/2018;1552880010;GI;M4R15;Coilplus Alabama - Auto;4;20600;;9/18/2018;Light HSLA;GI_1;;;1;4.9005
HM-ALL;0000884045;InnerBay;9/17/2018;9/17/2018;10/1/2018;1552770010;CR;M4R17;Coilplus Alabama - Auto;6;20490;;9/30/2018;Intermediate HSLA;CR;;;2;5.6151
NOK_Outer Bays;0000884258;OuterBay;9/12/2018;9/7/2018;10/1/2018;1556910010;CRS;M4R15;Coilplus Alabama - Auto;4;21270;;9/25/2018;Intermediate HSLA;CR;;;2;5.3156
HM-ALL;0000884261;InnerBay;8/13/2018;8/13/2018;8/27/2018;1552730010;CR;M4R15;Coilplus Alabama - Auto;4;21770;;8/25/2018;Light HSLA;CR;;;2;3.5711
HM-ALL;0000885852;InnerBay;7/23/2018;7/22/2018;8/6/2018;1553750080;CR;M6M01_SR;Hyundai Steel America Inc;6;17590;;8/5/2018;Light HSLA;CR;;;2;2.4035
NOK_Outer Bays;0000885875;OuterBay;7/23/2018;6/15/2018;8/6/2018;1553750060;CR;M6M01_SR;Hyundai Steel America Inc;6;21440;1;8/5/2018;Light HSLA;CR;;;2;-100
HM-ALL;0000890246;InnerBay;12/5/2018;7/5/2018;6/18/2018;1548680030;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21228;;6/17/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890260;InnerBay;12/5/2018;7/5/2018;6/18/2018;1548680040;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21228;;6/17/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890272;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21273;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890274;InnerBay;12/5/2018;7/5/2018;6/18/2018;1548680030;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21228;;6/17/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890283;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21273;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890324;InnerBay;12/5/2018;7/5/2018;6/18/2018;1548680030;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21228;;6/17/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890328;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21319;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890332;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21228;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890340;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21273;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890357;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21273;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890372;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21319;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890375;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21273;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890386;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21273;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890396;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21228;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890404;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21319;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890406;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21273;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890507;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21319;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000890510;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545070060;HR;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21273;;5/24/2018;Heavy;HR;;1;;0.3521
HM-ALL;0000890543;InnerBay;12/5/2018;6/24/2018;5/28/2018;1545070060;HR;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21273;;5/24/2018;Heavy;HR;;1;;0.3521
HM-ALL;0000890561;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21319;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000892084;InnerBay;12/5/2018;7/4/2018;6/25/2018;1558170010;GI;41AB5_SR;AM/NS Calvert Internal Slab Rollings;7;10829;;6/24/2018;Light HSLA;GI_34;;1;134;0.3521
HM-ALL;0000894093;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21273;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000894128;InnerBay;12/5/2018;7/5/2018;7/2/2018;1555730010;GI;50AA2_SR;AM/NS Calvert Internal Slab Rollings;7;21273;;7/1/2018;Intermediate Regular;GI_4;;1;4;0.3521
HM-ALL;0000896477;InnerBay;12/5/2018;7/1/2018;6/18/2018;1548680080;GI;M4R22_SR;AM/NS Calvert Internal Slab Rollings;7;17088;;6/17/2018;Light HSLA;GI_34;;1;134;0.3521
NOK_Outer Bays;0000897648;OuterBay;6/27/2018;7/6/2018;7/16/2018;1553470010;CR;33AB2;Schuetz Container Systems, Inc.;6;27112;;7/10/2018;Light Regular;CR;;;2;1.019
HM-ALL;0000898401;InnerBay;8/8/2018;8/7/2018;9/3/2018;1538390010;GI;M4R16;Coilplus Alabama - Auto;4;21210;;8/21/2018;Intermediate HSLA;GI_1;;;1;3.2891
HM-ALL;0000898433;InnerBay;6/11/2018;6/11/2018;6/25/2018;1519970010;GI;M4R18;Alliance Steel LLC;5;21170;;6/24/2018;Light HSLA;GI_3;;;3;0.2006
HM-ALL;0000898435;InnerBay;6/11/2018;6/11/2018;6/25/2018;1519970010;GI;M4R18;Alliance Steel LLC;5;21300;;6/24/2018;Light HSLA;GI_3;;;3;0.2006
NOK_Outer Bays;0000898440;OuterBay;9/5/2018;9/5/2018;10/1/2018;1552790010;GI;M4R18;Coilplus Alabama - Auto;4;21480;;9/18/2018;Intermediate HSLA;GI_1;;;1;4.9005
HM-ALL;0000898447;InnerBay;5/22/2018;6/15/2018;6/4/2018;1545580010;CR;M4R18;Kenwal Steel;7;20700;;6/3/2018;Intermediate HSLA;CR;;;2;-16.5
HM-ALL;0000898477;InnerBay;6/22/2018;6/22/2018;7/9/2018;30003771020001;GI;M4R18;General Motors de Mexico;5;21180;;7/5/2018;Intermediate HSLA;GI_3;;;13;0.7605
NOK_Outer Bays;0000898731;OuterBay;6/22/2018;6/22/2018;8/6/2018;30004506010002;GI;M3A81;General Motors Corporation;3;21220;;7/18/2018;IF_Exposed;GI_Exposed;;;1;0.7605
NOK_Outer Bays;0000898732;OuterBay;7/11/2018;7/11/2018;7/30/2018;1548800010;GI;M3A81;ThyssenKrupp Steel Services - Auto;5;20750;;7/24/2018;IF;GI_1;;;1;1.7561
NOK_Outer Bays;0000898734;OuterBay;6/22/2018;7/27/2018;8/6/2018;30004515010002;GI;M3A81;General Motors Corporation;3;21190;;7/18/2018;IF_Exposed;GI_Exposed;;;1;0.7605
NOK_Outer Bays;0000898736;OuterBay;8/27/2018;8/27/2018;9/10/2018;1557310010;GI;M3A81;ThyssenKrupp Steel Services - Auto;5;21560;;9/9/2018;IF;GI_1;;;1;4.374
NOK_Outer Bays;0000898737;OuterBay;8/27/2018;8/27/2018;9/10/2018;1557310010;GI;M3A81;ThyssenKrupp Steel Services - Auto;5;21490;;9/9/2018;IF;GI_1;;;1;4.374
NOK_Outer Bays;0000898739;OuterBay;7/11/2018;7/11/2018;7/30/2018;1548800010;GI;M3A81;ThyssenKrupp Steel Services - Auto;5;21480;;7/24/2018;IF;GI_1;;;1;1.7561
HM-ALL;0000898791;InnerBay;6/3/2018;6/15/2018;6/11/2018;1529140010;HRP;M5A79;Nissan North America, Inc.;6;21280;;6/10/2018;Light HSLA;HRP;;;;-4.5
NOK_Outer Bays;0000898969;OuterBay;9/17/2018;9/17/2018;10/1/2018;1552810010;GI;M3A21;Coilplus Alabama - Auto;4;19530;;9/30/2018;IF_BH;GI_1;;;1;5.6151
