0000832116,35.539
0000832117,31.292000000004453
0000832814,20.68
0000845859,21.485999999999997
0000850445,11.843
0000867091,22.291
0000867116,22.221
0000867122,22.273
0000867146,22.291
0000867166,22.299
0000867170,22.291
0000867674,22.519
0000870647,20.741999999999997
0000870673,20.741999999999997
0000870745,21.5
0000874162,22.255999999999997
0000884030,20.599999999999998
0000890246,21.228
0000890260,21.228
0000890272,21.273
0000890274,21.228
0000890283,21.273
0000890324,21.228
0000890328,21.319
0000890332,21.228
0000890340,21.273
0000890357,21.273
0000890372,21.319
0000890375,21.273
0000890386,21.273
0000890396,21.228
0000890404,21.319
0000890406,21.273
0000890507,21.319
0000890561,21.319
0000892084,10.829
0000894093,21.273
0000894128,21.273
0000896477,17.088
0000898401,21.209999999999997
0000898433,21.170000000000005
0000898435,21.300000000000004
0000898447,20.7
0000898477,21.180000000000003
0000899013,20.430000000000003
0000901580,22.140000000000004
0000901582,22.3
0000907373,39.798
0000907378,21.391
0000912881,19.599999999999998
0000914062,22.062999999999995
0000914095,22.081
0000914120,22.062999999999995
0000914122,22.026
0000914180,22.071999999999996
0000914181,22.045
0000914192,22.081
0000914355,22.262
0000914387,22.062999999999995
0000915905,19.49
0000915909,19.42
0000916610,19.61
0000916732,19.530000000000005
0000917175,19.45
0000917416,19.54
0000920024,21.192000000000004
0000920103,21.118999999999996
0000920221,21.183
0000921185,19.724000000000004
0000921186,19.724000000000004
0000921583,19.906
0000921626,21.43
0000921648,21.502
0000921882,19.466
0000921885,21.519999999999996
0000922109,21.521
0000922110,21.449999999999996
0000922363,19.725
0000922861,21.414000000000005
0000923306,19.206000000000003
0000924097,19.550000000000004
0000924098,19.721000000000004
0000924099,19.64
0000924101,19.58
0000924104,19.73
0000924105,19.732
0000924192,19.709
0000924194,19.630000000000003
0000924195,19.6
0000924200,4.643000000000006
0000926935,39.21800000000001
0000927190,39.17199999999999
0000927255,39.236
0000928803,21.26
0000928808,21.29
0000928815,21.35
0000928816,21.380000000000003
0000930834,20.32
0000931440,20.803
0000931858,20.747
0000935610,20.765
0000935880,20.883
0000936049,20.82
0000936135,20.820000000000004
0000936789,21.565
0000939710,20.829
0000939712,20.829
0000941035,20.527
0000942277,22.466
0000943360,20.886
0000943963,20.399999999999995
0000944015,20.66
0000944436,20.85
0000944439,20.85
0000945677,38.647
0000947383,39.027
0000947695,24.322
0000947867,22.100000000000005
0000947868,22.060000000000002
0000947887,22.04
0000947894,22.100000000000005
0000947898,22.18
0000948386,21.337
0000948770,21.319
0000948832,21.283
0000951104,21.255
0000951219,21.273
0000951278,21.283
0000953002,21.47
0000954575,21.348
0000955138,21.274
0000956283,21.515000000000004
0000956323,21.361
0000960448,22.219999999999995
0000960806,22.27
0000961044,20.305
0000963671,21.5
0000963784,21.249999999999996
0000963785,21.259999999999998
0000965129,20.52
0000965720,21.22
0000966620,27.280999999999995
0000967752,21.183999999999997
0000968396,21.216
0000968425,21.126
0000968547,20.157000000000004
0000968627,21.237
0000969104,27.07
0000969464,27.143
0000969538,27.107
0000969580,27.098000000000003
0000969632,27.179
0000969639,27.27
0000969780,27.27
0000970104,20.341000000000005
0000970121,19.99
0000970123,20.230000000000004
0000970173,20.317
0000970183,19.99
0000970242,21.27
0000970924,21.328
0000971008,20.336000000000002
0000971630,21.128
0000971703,21.265
0000971730,21.094
0000971739,21.09
0000972042,21.281
0000972357,21.261000000000003
0000972732,21.123
0000972895,20.319
0000973684,21.483
0000973721,21.125
0000973799,21.355
0000973852,21.495
0000973854,21.453000000000003
0000973855,21.284
0000974669,20.34
0000974814,20.341000000000005
0000974835,21.425999999999995
0000975064,21.408
0000975574,22.094
0000975665,21.331
0000975693,21.28
0000975734,20.555999999999997
0000975799,21.419000000000004
0000975800,21.374000000000002
0000975821,21.155000000000005
0000976204,22.110999999999997
0000976293,21.458000000000002
0000976386,22.06
0000976762,21.255999999999997
0000976778,20.345999999999997
0000976781,20.330999999999996
0000976791,21.11
0000976905,21.516
0000976908,8.940999999999944
0000976909,21.298000000000002
0000977209,24.618
0000978154,21.24
0000978323,21.07
0000978745,21.380000000000003
0000978749,21.359999999999996
0000978837,21.23
0000978854,16.62
0000981114,22.129999999999995
0000981628,24.76
0000982133,21.441000000000003
0000982196,21.18
0000982198,21.406
0000982229,21.243000000000002
0000982244,21.499
0000982295,21.38
0000982701,21.416
0000982789,21.302999999999997
0000982885,21.312
0000982915,21.39
0000982965,21.14
0000982981,21.189
0000983201,22.189999999999998
0000983312,21.33
0000983423,21.357
0000983424,21.294
0000983426,21.267
0000983427,21.346
0000983825,21.179999999999996
0000983826,21.502
0000983854,21.494
0000983902,21.319
0000983907,21.11
0000983922,21.429999999999996
0000983985,21.483
0000984007,22.345000000000002
0000984030,20.349
0000984060,21.279999999999998
0000984180,21.304
0000984186,21.312
0000984292,21.162
0000984294,21.207
0000984298,21.33
0000985748,21.412000000000003
0000985749,21.435
0000985751,21.466
0000985753,21.341
0000985826,21.414
0000985848,21.05
0000986183,21.02
0000987253,21.141
0000987339,22.222
0000987435,21.281000000000002
0000987457,22.421
0000987477,21.245
0000987661,21.129999999999992
0000987903,21.05
0000988207,21.343000000000004
0000988358,20.901
0000988437,27.038999999999998
0000988477,21.463999999999995
0000989637,21.35
0000989638,21.27
0000989640,21.16
0000989692,21.110000000000003
0000989781,21.34
0000991745,21.53
0000992180,21.703999999999997
0000992367,21.146000000000004
0000992461,21.056
0000992750,21.382
0000992751,21.609000000000005
0000992828,21.128
0000993305,27.261999999999997
0000993324,21.176
0000993572,21.28
0000993975,21.22
0000994080,21.17
0000994085,21.14
0000994288,21.275
0000994474,21.18
0000994765,21.255999999999997
0000995009,21.282
0000995569,21.085
0000995658,27.215
0000995661,21.394
0000995733,27.219999999999995
0000996035,21.379
0000996036,21.125
0000996095,21.22
0000996098,21.2
0000996167,21.1
0000996209,21.16
0000996237,21.15
0000996259,21.179999999999996
0000996291,21.455
0000996323,21.436999999999998
0000996346,21.482
0000996391,21.446
0000996393,21.509
0000996414,21.345999999999997
0000996415,21.382
0000996467,21.355000000000004
0000996474,21.391
0000996807,22.198
0000996840,21.279999999999998
0000996870,22.178
0000997107,21.653
0000997167,21.297999999999995
0000998331,21.296
0000998370,21.348
0000998373,21.3
0000998799,21.286999999999995
0000998831,20.342
0000999362,21.344
0000999831,20.100999999999996
0000999839,21.287
0000999876,21.235
0000999881,21.419
0000999884,21.273
0000999976,21.473
0000999978,21.001
0001000012,21.391
0001000015,21.407
0001000418,21.235
0001001499,21.049000000000003
0001001534,21.292
0001001565,21.318000000000005
0001002103,27.012
0001002111,21.414000000000005
0001002219,27.013
0001002297,21.398999999999997
0001002333,22.25
0001002573,21.371
0001002905,27.006999999999998
0001003287,22.11
0001004078,9.144999999999884
0001004115,21.140000000000004
0001004560,21.255
